NPA,CO Code (NXX),Company,OCN,Status,Rate Center,Remarks
,,,,,,2018-11-05
604,200,Iristel Inc.,154E,In Service,New Westminster,
604,201,TELUS Mobility,8301,In Service,Hope,
604,202,TELUS Mobility,8301,In Service,New Westminster,
604,203,TELUS Mobility,8301,In Service,Whistler,
604,204,TELUS,8086,In Service,Richmond,
604,205,TELUS,8086,In Service,Vancouver,
604,206,TELUS Mobility,8301,In Service,Hope,
604,207,TELUS,8086,In Service,Richmond,
604,208,TELUS Mobility,8301,In Service,Powell River,
604,209,TELUS Mobility,8301,In Service,New Westminster,
604,210,Iristel Inc.,154E,In Service,North Vancouver,
604,211,,,For Special Use,,Public Information and Referral Services
604,212,TELUS Mobility,8301,In Service,Sechelt,
604,213,TELUS Mobility,8301,In Service,Squamish,
604,214,TELUS,8086,In Service,Richmond,
604,215,TELUS,8086,In Service,Vancouver,
604,216,TELUS,8086,In Service,Vancouver,
604,217,Rogers Communications Canada Inc. (Wireless),8821,In Service,Abbotsford,
604,218,Rogers Communications Canada Inc. (Wireless),8821,In Service,Vancouver,
604,219,TELUS Mobility,8301,In Service,Vancouver,
604,220,TELUS Mobility,8301,In Service,Vancouver,
604,221,TELUS,8086,In Service,Vancouver,
604,222,TELUS,8086,In Service,Vancouver,
604,223,TELUS Mobility,8301,In Service,Powell River,
604,224,TELUS,8086,In Service,Vancouver,
604,225,TELUS,8086,In Service,Vancouver,
604,226,TELUS Mobility,8301,In Service,Abbotsford,
604,227,Iristel Inc.,154E,In Service,Richmond,
604,228,TELUS,8086,In Service,Vancouver,
604,229,Iristel Inc.,154E,In Service,West Vancouver,
604,230,TELUS Mobility,8301,In Service,Vancouver,
604,231,TELUS,8086,In Service,Richmond,
604,232,TELUS,8086,In Service,Richmond,
604,233,TELUS,8086,In Service,Richmond,
604,234,GT Group Telecom Services Corp.,8506,In Service,Richmond,
604,235,GT Group Telecom Services Corp.,8506,In Service,Vancouver,
604,236,,,Not Available,,Home NPA
604,237,GT Group Telecom Services Corp.,8506,In Service,New Westminster,
604,238,TELUS,8086,In Service,Richmond,
604,239,Iristel Inc.,154E,In Service,New Westminster,
604,240,TELUS Mobility,8301,In Service,Vancouver,
604,241,TELUS,8086,In Service,Richmond,
604,242,Shaw Telecom Inc.,497E,In Service,Richmond,
604,243,Iristel Inc.,154E,In Service,North Vancouver,
604,244,TELUS,8086,In Service,Richmond,
604,245,Iristel Inc.,154E,In Service,New Westminster,
604,246,TELUS,8086,In Service,Richmond,
604,247,TELUS,8086,In Service,Richmond,
604,248,Allstream Inc.,8304,In Service,Richmond,
604,249,Allstream Inc.,8304,In Service,Richmond,
604,250,TELUS Mobility,8301,In Service,Vancouver,
604,251,TELUS,8086,In Service,Vancouver,
604,252,TELUS,8086,In Service,Vancouver,
604,253,TELUS,8086,In Service,Vancouver,
604,254,TELUS,8086,In Service,Vancouver,
604,255,TELUS,8086,In Service,Vancouver,
604,256,Iristel Inc.,154E,In Service,New Westminster,
604,257,TELUS,8086,In Service,Vancouver,
604,258,TELUS,8086,In Service,Vancouver,
604,259,Iristel Inc.,154E,In Service,Vancouver,
604,260,Iristel Inc.,154E,In Service,Vancouver,
604,261,TELUS,8086,In Service,Vancouver,
604,262,Iristel Inc.,154E,In Service,Vancouver,
604,263,TELUS,8086,In Service,Vancouver,
604,264,TELUS,8086,In Service,Vancouver,
604,265,Iristel Inc.,154E,In Service,North Vancouver,
604,266,TELUS,8086,In Service,Vancouver,
604,267,TELUS,8086,In Service,Vancouver,
604,268,TELUS,8086,In Service,Vancouver,
604,269,TELUS,8086,In Service,Vancouver,
604,270,TELUS,8086,In Service,Richmond,
604,271,TELUS,8086,In Service,Richmond,
604,272,TELUS,8086,In Service,Richmond,
604,273,TELUS,8086,In Service,Richmond,
604,274,TELUS,8086,In Service,Richmond,
604,275,TELUS,8086,In Service,Richmond,
604,276,TELUS,8086,In Service,Richmond,
604,277,TELUS,8086,In Service,Richmond,
604,278,TELUS,8086,In Service,Richmond,
604,279,TELUS,8086,In Service,Richmond,
604,280,TELUS,8086,In Service,Vancouver,
604,281,Shaw Telecom Inc.,497E,In Service,West Vancouver,
604,282,Primus Telecommunications Canada Inc.,201A,In Service,Vancouver,
604,283,Fibernetics Corporation,464D,In Service,Vancouver,
604,284,Shaw Telecom Inc.,497E,In Service,Richmond,
604,285,Shaw Telecom Inc.,497E,In Service,Richmond,
604,286,Shaw Telecom Inc.,497E,In Service,Mission,
604,287,Shaw Telecom Inc.,497E,In Service,Mission,
604,288,GT Group Telecom Services Corp.,8506,In Service,Richmond,
604,289,Shaw Telecom Inc.,497E,In Service,Mission,
604,290,TELUS,8086,In Service,Vancouver,
604,291,TELUS,8086,In Service,Vancouver,
604,292,TELUS,8086,In Service,Vancouver,
604,293,TELUS,8086,In Service,Vancouver,
604,294,TELUS,8086,In Service,Vancouver,
604,295,Bell West Inc.,2933,In Service,Richmond,
604,296,TELUS,8086,In Service,Vancouver,
604,297,TELUS,8086,In Service,Vancouver,
604,298,TELUS,8086,In Service,Vancouver,
604,299,TELUS,8086,In Service,Vancouver,
604,300,Fido Solutions Inc.,5643,In Service,Abbotsford,
604,301,TELUS,8086,In Service,Vancouver,
604,302,TELUS Mobility,8301,In Service,Abbotsford,
604,303,TELUS,8086,In Service,Richmond,
604,304,Rogers Communications Canada Inc. (Cable),8377,In Service,Richmond,
604,305,Iristel Inc.,154E,In Service,North Vancouver,
604,306,Rogers Communications Canada Inc. (Wireless),8821,In Service,New Westminster,
604,307,Rogers Communications Canada Inc. (Wireless),8821,In Service,Vancouver,
604,308,TELUS Mobility,8301,In Service,Aldergrove,
604,309,TELUS Mobility,8301,In Service,Aldergrove,
604,310,TELUS,8086,In Service,7 Digit Service,7 Digit Service
604,311,,,For Special Use,,Non-Emergency Municipal Government Services
604,312,TELUS Mobility,8301,In Service,Vancouver,
604,313,TELUS Mobility,8301,In Service,Vancouver,
604,314,TELUS Mobility,8301,In Service,Vancouver,
604,315,TELUS Mobility,8301,In Service,Vancouver,
604,316,Rogers Communications Canada Inc. (Wireless),8821,In Service,Chilliwack,
604,317,TELUS Mobility,8301,In Service,Vancouver,
604,318,Rogers Communications Canada Inc. (Wireless),8821,In Service,Vancouver,
604,319,TELUS Mobility,8301,In Service,Vancouver,
604,320,TELUS,8086,In Service,Vancouver,
604,321,TELUS,8086,In Service,Vancouver,
604,322,TELUS,8086,In Service,Vancouver,
604,323,TELUS,8086,In Service,Vancouver,
604,324,TELUS,8086,In Service,Vancouver,
604,325,TELUS,8086,In Service,Vancouver,
604,326,TELUS,8086,In Service,Vancouver,
604,327,TELUS,8086,In Service,Vancouver,
604,328,TELUS Mobility,8301,In Service,Vancouver,
604,329,TELUS Mobility,8301,In Service,Vancouver,
604,330,Iristel Inc.,154E,In Service,Richmond,
604,331,TELUS,8086,In Service,Vancouver,
604,332,Iristel Inc.,154E,In Service,Richmond,
604,333,TELUS,8086,In Service,Vancouver,
604,334,Distributel,081E,In Service,Vancouver,
604,335,Distributel,081E,In Service,Vancouver,
604,336,Shaw Telecom Inc.,497E,In Service,Vancouver,
604,337,Iristel Inc.,154E,In Service,Richmond,
604,338,Fido Solutions Inc.,5643,In Service,Vancouver,
