NPA,CO Code (NXX),Company,OCN,Status,Rate Center,Remarks
,,,,,,2018-11-05
581,200,Iristel Inc.,154E,In Service,Alma,
581,201,Navigata Communications Limited,078G,In Service,Quebec,
581,202,,,Available,,
581,203,,,Available,,
581,204,Iristel Inc.,154E,In Service,Alma,
581,205,Iristel Inc.,154E,In Service,Alma,
581,206,,,Available,,
581,207,,,Available,,
581,208,IVIC Telecom s.e.n.c,817D,In Service,St-Ferdinand-D'Halifax,
581,209,IVIC Telecom s.e.n.c,817D,In Service,Disraeli,
581,210,,,Available,,
581,211,,,For Special Use,,Public Information and Referral Services
581,212,TELUS Quebec,2243,In Service,Dolbeau,
581,213,TELUS Quebec,2243,In Service,La Pocatiere,
581,214,TELUS Quebec,2243,In Service,Riviere-du-Loup,
581,215,Sogetel Inc.,8237,In Service,Lac-Etchemin,
581,216,TELUS Quebec,2243,In Service,Alma,
581,217,TELUS Quebec,2243,In Service,Roberval,
581,218,TELUS Quebec,2243,In Service,St-Felicien,
581,219,TELUS Quebec,2243,In Service,Valcartier,
581,220,TELUS Quebec,2243,In Service,Ville Degelis,
581,221,Iristel Inc.,154E,In Service,Chicoutimi,
581,222,Iristel Inc.,154E,In Service,Chicoutimi,
581,223,9163-7918 Quebec Inc (dba CoopTel),818D,In Service,Saint-Bernard-de-Dorchester,
581,224,9163-7918 Quebec Inc (dba CoopTel),818D,In Service,Sainte-Marie-de-Beauce,
581,225,9163-7918 Quebec Inc (dba CoopTel),818D,In Service,Vallee-Jonction,
581,226,9163-7918 Quebec Inc (dba CoopTel),818D,In Service,Saint-Joseph-de-Beauce,
581,227,9163-7918 Quebec Inc (dba CoopTel),818D,In Service,Frampton,
581,228,IVIC Telecom s.e.n.c,817D,In Service,Garthby,
581,229,9163-7918 Quebec Inc (dba CoopTel),818D,In Service,Saint-Patrice-de-Beaurivage,
581,230,TELUS Mobility,8303,In Service,Alma,
581,231,TELUS Mobility,8303,In Service,Fermont,
581,232,TELUS Mobility,8303,In Service,Matane,
581,233,TELUS Mobility,8303,In Service,New Carlisle,
581,234,TELUS Mobility,8303,In Service,Chicoutimi,
581,235,TELUS Mobility,8303,In Service,Chicoutimi,
581,236,Telecommunications Xittel Inc,247F,In Service,Baie-Ste-Catherine,
581,237,Telecommunications Xittel Inc,247F,In Service,Baie-St-Paul,
581,238,Telecommunications Xittel Inc,247F,In Service,Bergeronnes,
581,239,Telecommunications Xittel Inc,247F,In Service,Clermont,
581,240,Telecommunications Xittel Inc,247F,In Service,Ile-aux-Coudres,
581,241,Telecommunications Xittel Inc,247F,In Service,La Malbaie,
581,242,Telecommunications Xittel Inc,247F,In Service,Les Eboulements,
581,243,Telecommunications Xittel Inc,247F,In Service,Les Escoumins,
581,244,Telecommunications Xittel Inc,247F,In Service,Petite-Riviere-St-Francois,
581,245,Telecommunications Xittel Inc,247F,In Service,Sacre-Coeur,
581,246,TELUS Mobility,8303,In Service,Rimouski,
581,247,TELUS Quebec,2243,In Service,Charny,
581,248,TELUS Quebec,2243,In Service,Chicoutimi,
581,249,TELUS Quebec,2243,In Service,Jonquiere,
581,250,TELUS Quebec,2243,In Service,Levis,
581,251,TELUS Quebec,2243,In Service,Loretteville,
581,252,TELUS Quebec,2243,In Service,Riviere-du-Loup,
581,253,TELUS Quebec,2243,In Service,St-Nicolas,
581,254,TELUS Quebec,2243,In Service,Thetford Mines,
581,255,Telecommunications Xittel Inc,247F,In Service,Sault-au-Mouton,
581,256,Telecommunications Xittel Inc,247F,In Service,St-Fidele,
581,257,Telecommunications Xittel Inc,247F,In Service,St-Hilarion,
581,258,Telecommunications Xittel Inc,247F,In Service,St-Irenee,
581,259,Telecommunications Xittel Inc,247F,In Service,St-Urbain,
581,260,Telecommunications Xittel Inc,247F,In Service,Ste-Anne-de-Portneuf,
581,261,Bell Canada,984C,In Service,Matane,
581,262,Bell Canada,984C,In Service,Montmagny,
581,263,Telecommunications Xittel Inc,247F,In Service,Tadoussac,
581,264,Telecommunications Xittel Inc,247F,In Service,St-Simeon,
581,265,Telecommunications Xittel Inc,247F,In Service,Alma,
581,266,Telecommunications Xittel Inc,247F,In Service,Black Lake,
581,267,Telecommunications Xittel Inc,247F,In Service,Tring Jonction,
581,268,Telecommunications Xittel Inc,247F,In Service,Thetford Mines,
581,269,Telecommunications Xittel Inc,247F,In Service,Stratford,
581,270,Telecommunications Xittel Inc,247F,In Service,St-Ferdinand-D'Halifax,
581,271,Telecommunications Xittel Inc,247F,In Service,Leeds,
581,272,Telecommunications Xittel Inc,247F,In Service,Inverness,
581,273,,,Not Available,,Not available iaw Section 3.7 of CO Code Guidelines: Future Canadian Geographic NPA
581,274,Telecommunications Xittel Inc,247F,In Service,Batiscan,
581,275,Telecommunications Xittel Inc,247F,In Service,Lac-aux-Sables,
581,276,Telecommunications Xittel Inc,247F,In Service,Saint-Casimir,
581,277,Telecommunications Xittel Inc,247F,In Service,Saint-Marc-des-Carrieres,
581,278,Telecommunications Xittel Inc,247F,In Service,Saint-Stanislas,
581,279,Telecommunications Xittel Inc,247F,In Service,Saint-Tite,
581,280,Telecommunications Xittel Inc,247F,In Service,Saint-Ubalde,
581,281,Telecommunications Xittel Inc,247F,In Service,Saint-Adelphe,
581,282,Telecommunications Xittel Inc,247F,In Service,Sainte-Anne-de-la-Perade,
581,283,Telecommunications Xittel Inc,247F,In Service,Sainte-Thecle,
