NPA,CO Code (NXX),Company,OCN,Status,Rate Center,Remarks
,,,,,,2018-11-05
548,200,,,Available,,
548,201,Bell Canada,8051,In Service,Chatham,
548,202,Bell Canada,8051,In Service,Clinton,
548,203,Bell Canada,8051,In Service,Sarnia,
548,204,Bell Canada,8051,In Service,Windsor,
548,205,Bell Canada,8051,In Service,St. Thomas,
548,206,Bell Canada,8051,In Service,London,
548,207,Bell Canada,8051,In Service,Woodstock,
548,208,Bell Canada,8051,In Service,Owen Sound,
548,209,Bell Canada,8051,In Service,Guelph,
548,210,Bell Canada,8051,In Service,Brantford,
548,211,,,For Special Use,,Public Information and Referral Services
548,212,Bell Canada,8051,In Service,Kitchener-Waterloo,
548,213,Bell Canada,8051,In Service,Orangeville,
548,214,Bell Canada,8051,In Service,Simcoe,
548,215,Bell Canada,8051,In Service,Stratford,
548,216,Bell Canada,8051,In Service,London,
548,217,Bell Canada,8051,In Service,London,
548,218,Bell Canada,8051,In Service,Galt,
548,219,Bell Canada,8051,In Service,Kitchener-Waterloo,
548,220,TELUS Integrated Communications,2782,In Service,Harriston,
548,221,TELUS Integrated Communications,2782,In Service,Mitchell,
548,222,TELUS Integrated Communications,2782,In Service,Palmerston,
548,223,TELUS Integrated Communications,2782,In Service,Tavistock,
548,224,TELUS Integrated Communications,2782,In Service,Bothwell,
548,225,TELUS Integrated Communications,2782,In Service,Burford,
548,226,,,Not Available,,Home NPA
548,227,TELUS Integrated Communications,2782,In Service,Elmira,
548,228,TELUS Integrated Communications,2782,In Service,New Hamburg,
548,229,TELUS Integrated Communications,2782,In Service,Watford,
548,230,TELUS Integrated Communications,2782,In Service,Pelee Island,
548,231,TELUS Integrated Communications,2782,In Service,Norwich,
548,232,,,Available,,
548,233,,,Available,,
548,234,,,Available,,
548,235,,,Available,,
548,236,,,Available,,
548,237,,,Available,,
548,238,,,Available,,
548,239,,,Available,,
548,240,,,Available,,
548,241,,,Available,,
548,242,,,Available,,
548,243,,,Available,,
548,244,,,Available,,
548,245,,,Available,,
548,246,,,Available,,
548,247,,,Available,,
548,248,,,Available,,
548,249,,,Available,,
548,250,,,Available,,
548,251,,,Available,,
548,252,,,Available,,
548,253,,,Available,,
548,254,,,Available,,
548,255,,,Available,,
548,256,,,Available,,
548,257,,,Available,,
548,258,,,Available,,
548,259,,,Available,,
548,260,,,Available,,
548,261,,,Available,,
548,262,,,Available,,
548,263,,,Available,,
548,264,,,Available,,
548,265,,,Available,,
548,266,,,Available,,
548,267,,,Available,,
548,268,,,Available,,
548,269,,,Available,,
548,270,,,Available,,
548,271,,,Available,,
548,272,,,Available,,
548,273,,,Available,,
548,274,,,Available,,
548,275,,,Available,,
548,276,,,Available,,
548,277,,,Available,,
548,278,,,Available,,
548,279,,,Available,,
548,280,,,Available,,
548,281,,,Available,,
548,282,,,Available,,
548,283,,,Available,,
548,284,,,Available,,
548,285,,,Available,,
548,286,,,Available,,
548,287,,,Available,,
548,288,Rogers Communications Canada Inc. (Cable),743B,In Service,Kitchener-Waterloo,
548,289,,,Available,,
548,290,,,Available,,
548,291,,,Available,,
548,292,,,Available,,
548,293,,,Available,,
548,294,,,Available,,
548,295,,,Available,,
548,296,,,Available,,
548,297,,,Available,,
548,298,,,Available,,
548,299,,,Available,,
548,300,,,Available,,
548,301,,,Available,,
548,302,,,Available,,
548,303,,,Available,,
548,304,,,Available,,
548,305,,,Available,,
548,306,,,Available,,
548,307,,,Available,,
548,308,,,Available,,
548,309,,,Available,,
548,310,,,Moratorium on Assignment,,
548,311,,,For Special Use,,Non-Emergency Municipal Government Services
548,312,,,Available,,
548,313,,,Available,,
548,314,,,Available,,
548,315,,,Available,,
548,316,,,Available,,
548,317,,,Available,,
548,318,,,Available,,
548,319,,,Available,,
548,320,,,Available,,
548,321,,,Available,,
548,322,,,Available,,
548,323,,,Available,,
548,324,,,Available,,
548,325,,,Available,,
548,326,,,Available,,
548,327,,,Available,,
548,328,,,Available,,
548,329,,,Available,,
548,330,,,Available,,
548,331,,,Available,,
548,332,,,Available,,
548,333,Fido Solutions Inc.,5643,In Service,Kitchener-Waterloo,
548,334,,,Available,,
548,335,,,Available,,
548,336,,,Available,,
548,337,,,Available,,
548,338,,,Available,,
548,339,,,Available,,
548,340,Rogers Communications Canada Inc. (Wireless),8821,In Service,London,
548,341,Rogers Communications Canada Inc. (Wireless),8821,In Service,London,
548,342,Rogers Communications Canada Inc. (Wireless),8821,In Service,London,
548,343,Rogers Communications Canada Inc. (Wireless),8821,In Service,London,
548,344,Rogers Communications Canada Inc. (Wireless),8821,In Service,London,
548,345,Rogers Communications Canada Inc. (Wireless),8821,In Service,London,
548,346,Rogers Communications Canada Inc. (Wireless),8821,In Service,London,
548,347,Rogers Communications Canada Inc. (Wireless),8821,In Service,London,
548,348,Rogers Communications Canada Inc. (Wireless),8821,In Service,London,
548,349,Rogers Communications Canada Inc. (Wireless),8821,In Service,London,
548,350,,,Available,,
548,351,,,Available,,
548,352,,,Available,,
548,353,,,Available,,
548,354,,,Available,,
548,355,,,Available,,
548,356,,,Available,,
548,357,,,Available,,
548,358,,,Available,,
548,359,,,Available,,
548,360,,,Available,,
548,361,,,Available,,
548,362,,,Available,,
548,363,,,Available,,
548,364,,,Available,,
548,365,,,Available,,
548,366,,,Available,,
548,367,,,Available,,
548,368,,,Available,,
