NPA,CO Code (NXX),Company,OCN,Status,Rate Center,Remarks
,,,,,,2018-11-05
639,200,SaskTel Mobility,9868,In Service,Allan,
639,201,SaskTel Mobility,9868,In Service,Avonlea,
639,202,SaskTel Mobility,9868,In Service,Beechy,
639,203,SaskTel Mobility,9868,In Service,Bethune,
639,204,,,Not Available,,Not available - existing Canadian NPA
639,205,SaskTel Mobility,9868,In Service,Broadview,
639,206,SaskTel Mobility,9868,In Service,Bruno,
639,207,SaskTel Mobility,9868,In Service,Colonsay,
639,208,SaskTel Mobility,9868,In Service,Craik,
639,209,SaskTel Mobility,9868,In Service,Dinsmore,
639,210,,,Available,,
639,211,,,For Special Use,,Public Information and Referral Services
639,212,SaskTel Mobility,9868,In Service,Duck Lake,
639,213,SaskTel Mobility,9868,In Service,Hanley,
639,214,SaskTel Mobility,9868,In Service,Pinehouse,
639,215,SaskTel Mobility,9868,In Service,Blaine Lake,
639,216,SaskTel Mobility,9868,In Service,Wollaston Lake,
639,217,,,Available,,
639,218,,,Available,,
639,219,Bell West Inc.,2933,In Service,Weyburn,
639,220,Bell West Inc.,2933,In Service,Saskatoon,
639,221,Bell West Inc.,2933,In Service,Regina,
639,222,Bell West Inc.,2933,In Service,Prince Albert,
639,223,Bell West Inc.,2933,In Service,Moose Jaw,
639,224,Bell West Inc.,2933,In Service,Yorkton,
639,225,Bell West Inc.,2933,In Service,North Battleford,
639,226,Bell West Inc.,2933,In Service,Swift Current,
639,227,Bell Mobility,6574,In Service,Birch Hills,
639,228,Bell Mobility,6574,In Service,Kinistino,
639,229,Bell Mobility,6574,In Service,Naicam,
639,230,Bell Mobility,6574,In Service,Canwood,
639,231,Bell Mobility,6574,In Service,Porcupine Plain,
639,232,Bell Mobility,6574,In Service,Leask,
639,233,Bell Mobility,6574,In Service,Smeaton,
639,234,Bell Mobility,6574,In Service,Goodsoil,
639,235,Bell Mobility,6574,In Service,Kyle,
639,236,SaskTel Mobility,9868,In Service,Buffalo Narrows,
639,237,SaskTel Mobility,9868,In Service,Goodsoil,
639,238,,,Available,,
639,239,,,Available,,
639,240,Rogers Communications Canada Inc. (Wireless),8821,In Service,Regina,
639,241,Rogers Communications Canada Inc. (Wireless),8821,In Service,Regina,
639,242,Rogers Communications Canada Inc. (Wireless),8821,In Service,Regina,
639,243,Rogers Communications Canada Inc. (Wireless),8821,In Service,Regina,
639,244,Rogers Communications Canada Inc. (Wireless),8821,In Service,Regina,
639,245,Rogers Communications Canada Inc. (Wireless),8821,In Service,Regina,
639,246,Rogers Communications Canada Inc. (Wireless),8821,In Service,Regina,
639,247,Rogers Communications Canada Inc. (Wireless),8821,In Service,Regina,
639,248,Rogers Communications Canada Inc. (Wireless),8821,In Service,Regina,
639,249,Rogers Communications Canada Inc. (Wireless),8821,In Service,Regina,
639,250,,,Available,,
639,251,Bell Mobility,6574,In Service,Elrose,
639,252,Bell Mobility,6574,In Service,Luseland,
639,253,Bell Mobility,6574,In Service,Neilburg,
639,254,Bell Mobility,6574,In Service,Pierceland,
639,255,Bell Mobility,6574,In Service,St. Walburg,
639,256,Bell Mobility,6574,In Service,Watson,
639,257,Bell Mobility,6574,In Service,Yellow Creek,
639,258,Bell Mobility,6574,In Service,Beauval,
639,259,Bell Mobility,6574,In Service,Ile-A-La-Crosse,
639,260,Bell West Inc.,2933,In Service,Allan,
639,261,Bell West Inc.,2933,In Service,Balcarres,
639,262,Bell West Inc.,2933,In Service,Cudworth,
639,263,Bell West Inc.,2933,In Service,Cut Knife,
639,264,Bell West Inc.,2933,In Service,Dinsmore,
639,265,Bell West Inc.,2933,In Service,Hafford,
639,266,Bell West Inc.,2933,In Service,Imperial,
639,267,Bell West Inc.,2933,In Service,Invermay,
639,268,Bell West Inc.,2933,In Service,Mankota,
639,269,Bell West Inc.,2933,In Service,Rouleau,
639,270,,,Available,,
639,271,,,Available,,Available outside Flin Flon: Manitoba EAS
639,272,,,Available,,
639,273,,,Available,,
639,274,,,Available,,
639,275,SaskTel Mobility,9868,In Service,Lestock,
639,276,,,Available,,
639,277,,,Available,,
639,278,,,Available,,
639,279,,,Available,,
639,280,SaskTel Mobility,9868,In Service,Watson,
639,281,,,Available,,
639,282,,,Available,,
639,283,Bell Mobility,6574,In Service,Wynyard,
639,284,Bell Mobility,6574,In Service,Saltcoats,
639,285,Bell Mobility,6574,In Service,Langenburg,
639,286,Bell Mobility,6574,In Service,Preeceville,
639,287,Bell Mobility,6574,In Service,Kamsack,
639,288,Bell Mobility,6574,In Service,Foam Lake,
639,289,Bell Mobility,6574,In Service,Esterhazy,
639,290,Bell Mobility,6574,In Service,Canora,
639,291,Bell Mobility,6574,In Service,Melville,
639,292,Bell Mobility,6574,In Service,Calder,
639,293,,,Available,,
639,294,,,Available,,
639,295,,,Available,,
639,296,,,Available,,
639,297,,,Available,,
639,298,,,Available,,
639,299,,,Available,,
639,300,SaskTel Mobility,9868,In Service,Prince Albert,
639,301,,,Available,,
639,302,,,Available,,
639,303,,,Available,,
639,304,,,Available,,
639,305,,,Available,,
639,306,,,Not Available,,Home NPA
639,307,,,Available,,
639,308,,,Available,,
639,309,,,Available,,
639,310,,,Moratorium on Assignment,,
639,311,,,For Special Use,,Non-Emergency Municipal Government Services
639,312,TELUS Mobility,8303,In Service,Wollaston Lake,
639,313,TELUS Mobility,8303,In Service,Macklin,
639,314,TELUS Mobility,8303,In Service,Prince Albert,
639,315,TELUS Mobility,8303,In Service,Pinehouse,
639,316,SaskTel Mobility,9868,In Service,Regina,
639,317,SaskTel Mobility,9868,In Service,Saskatoon,
